Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9
195,1,"3, 7, 5, 7, 6, 4, 6, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[5]
4, 5, 6, 7
3, 4, 6","[7]
4, 5, 6
3, 4, 6","[6]
4, 5
3, 4, 6","[4]
5
3, 4, 6","[6]
5
3, 4","[4]
5
3","[5]

3"
196,1,"3, 7, 5, 7, 6, 5, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[5]
4, 5, 6, 7
3, 4, 6","[7]
4, 5, 6
3, 4, 6","[6]
4, 5
3, 4, 6","[5]
4
3, 4, 6","[6]
4
3, 4","[3]
4
4","[4]

4"
197,2,"3, 7, 5, 7, 6, 5, 6, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[5]
4, 5, 6, 7
3, 4, 6","[7]
4, 5, 6
3, 4, 6","[6]
4, 5
3, 4, 6","[5]
4
3, 4, 6","[6]
4
3, 4","[4]
4
3","[3]
4
"
198,1,"3, 7, 6, 7, 4, 5, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[6]
4, 5, 6, 7
3, 4, 5","[7]
4, 5, 6
3, 4, 5","[4]
5, 6
3, 4, 5","[5]
5, 6
3, 4","[6]
5
3, 4","[5]

3, 4"
199,1,"3, 7, 6, 7, 5, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[6]
4, 5, 6, 7
3, 4, 5","[7]
4, 5, 6
3, 4, 5","[5]
4, 6
3, 4, 5","[4]
6
3, 4, 5","[5]
6
3, 4","[6]

3, 4"
200,1,"3, 7, 6, 7, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[6]
4, 5, 6, 7
3, 4, 5","[7]
4, 5, 6
3, 4, 5","[5]
4, 6
3, 4, 5","[6]
4
3, 4, 5","[4]

3, 4, 5"
201,1,"3, 7, 6, 7, 6, 4, 5, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[6]
4, 5, 6, 7
3, 4, 5","[7]
4, 5, 6
3, 4, 5","[6]
4, 5
3, 4, 5","[4]
5
3, 4, 5","[5]
5
3, 4","[3]
5
4","[5]

4"
202,1,"3, 7, 6, 7, 6, 4, 5, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[6]
4, 5, 6, 7
3, 4, 5","[7]
4, 5, 6
3, 4, 5","[6]
4, 5
3, 4, 5","[4]
5
3, 4, 5","[5]
5
3, 4","[4]
5
3","[5]

3"
203,1,"3, 7, 6, 7, 6, 5, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[3]
4, 5, 6, 7
3, 4, 5, 6, 7","[7]
4, 5, 6, 7
3, 4, 5, 6","[6]
4, 5, 6, 7
3, 4, 5","[7]
4, 5, 6
3, 4, 5","[6]
4, 5
3, 4, 5","[5]
4
3, 4, 5","[4]

3, 4, 5"
204,1,"4, 5, 6, 7, 3, 5, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[3]
3, 5, 7
4, 6","[5]
3, 7
4, 6","[6]
3, 7
4","[7]
3
4","[3]

4"
205,1,"4, 5, 6, 7, 3, 7, 3, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[3]
3, 5, 7
4, 6","[7]
3, 5
4, 6","[3]
5
4, 6","[4]
5
6","[5]

6"
206,2,"4, 5, 6, 7, 3, 7, 3, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[3]
3, 5, 7
4, 6","[7]
3, 5
4, 6","[3]
5
4, 6","[6]
5
4","[4]
5
"
207,2,"4, 5, 6, 7, 3, 7, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[3]
3, 5, 7
4, 6","[7]
3, 5
4, 6","[5]
3
4, 6","[6]
3
4","[4]
3
"
208,1,"4, 5, 6, 7, 4, 5, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[4]
3, 5, 7
3, 6","[5]
3, 7
3, 6","[6]
3, 7
3","[7]
3
3","[3]

3"
209,2,"4, 5, 6, 7, 4, 7, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[4]
3, 5, 7
3, 6","[7]
3, 5
3, 6","[3]
5
3, 6","[6]
5
3","[3]
5
"
210,2,"4, 5, 6, 7, 4, 7, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[4]
3, 5, 7
3, 6","[7]
3, 5
3, 6","[5]
3
3, 6","[6]
3
3","[3]
3
"
211,1,"4, 5, 6, 7, 6, 7, 3, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[6]
3, 5, 7
3, 4","[7]
3, 5
3, 4","[3]
5
3, 4","[4]
5
3","[5]

3"
212,1,"4, 5, 6, 7, 6, 7, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[6]
3, 5, 7
3, 4, 6, 7","[7]
3, 5, 7
3, 4, 6","[6]
3, 5, 7
3, 4","[7]
3, 5
3, 4","[5]
3
3, 4","[3]

3, 4"
213,1,"4, 5, 7, 3, 4, 5, 6, 3, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[4]
5, 6
3, 6, 7","[5]
6
3, 6, 7","[6]
6
3, 7","[3]
6
7","[6]

7"
214,2,"4, 5, 7, 3, 4, 5, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[4]
5, 6
3, 6, 7","[5]
6
3, 6, 7","[6]
6
3, 7","[7]
6
3","[3]
6
"
215,1,"4, 5, 7, 3, 4, 5, 7, 3, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[4]
5, 6
3, 6, 7","[5]
6
3, 6, 7","[7]
6
3, 6","[3]
6
6","[6]

6"
216,2,"4, 5, 7, 3, 4, 5, 7, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[4]
5, 6
3, 6, 7","[5]
6
3, 6, 7","[7]
6
3, 6","[6]
6
3","[3]
6
"
217,1,"4, 5, 7, 3, 4, 6, 7, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[4]
5, 6
3, 6, 7","[6]
5
3, 6, 7","[7]
5
3, 6","[3]
5
6","[5]

6"
218,2,"4, 5, 7, 3, 4, 6, 7, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[4]
5, 6
3, 6, 7","[6]
5
3, 6, 7","[7]
5
3, 6","[6]
5
3","[3]
5
"
219,2,"4, 5, 7, 3, 6, 3, 5, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[3]
5, 6
4, 7","[5]
6
4, 7","[7]
6
4","[4]
6
"
220,2,"4, 5, 7, 3, 6, 3, 6, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[3]
5, 6
4, 7","[6]
5
4, 7","[7]
5
4","[4]
5
"
221,2,"4, 5, 7, 3, 6, 4, 5, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[4]
5, 6
3, 7","[5]
6
3, 7","[7]
6
3","[3]
6
"
222,2,"4, 5, 7, 3, 6, 4, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[4]
5, 6
3, 7","[6]
5
3, 7","[7]
5
3","[3]
5
"
223,1,"4, 5, 7, 3, 6, 7, 3, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[7]
5, 6
3, 4","[3]
5, 6
4","[5]
6
4","[6]

4"
224,1,"4, 5, 7, 3, 6, 7, 3, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[7]
5, 6
3, 4","[3]
5, 6
4","[6]
5
4","[5]

4"
225,1,"4, 5, 7, 3, 6, 7, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[7]
5, 6
3, 4","[4]
5, 6
3","[5]
6
3","[6]

3"
226,1,"4, 5, 7, 3, 6, 7, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[6]
5, 6
3, 4, 7","[7]
5, 6
3, 4","[4]
5, 6
3","[6]
5
3","[5]

3"
227,2,"4, 5, 7, 3, 7, 3, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[3]
5, 6
4, 6","[5]
6
4, 6","[6]
6
4","[4]
6
"
228,1,"4, 5, 7, 3, 7, 3, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[3]
5, 6
4, 6","[6]
5
4, 6","[5]

4, 6"
229,2,"4, 5, 7, 3, 7, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[4]
5, 6
3, 6","[5]
6
3, 6","[6]
6
3","[3]
6
"
230,1,"4, 5, 7, 3, 7, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[4]
5, 6
3, 6","[6]
5
3, 6","[5]

3, 6"
231,1,"4, 5, 7, 3, 7, 6, 3, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[3]
5, 6
4","[5]
6
4","[6]

4"
232,1,"4, 5, 7, 3, 7, 6, 3, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[3]
5, 6
4","[6]
5
4","[5]

4"
233,1,"4, 5, 7, 3, 7, 6, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[4]
5, 6
3","[5]
6
3","[6]

3"
234,1,"4, 5, 7, 3, 7, 6, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[3]
5, 6
3, 4, 6, 7","[7]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[4]
5, 6
3","[6]
5
3","[5]

3"
235,2,"4, 5, 7, 5, 6, 3, 6, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[6]
3, 6
3, 4, 7","[3]
3, 6
4, 7","[6]
3
4, 7","[7]
3
4","[4]
3
"
236,2,"4, 5, 7, 5, 6, 4, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[6]
3, 6
3, 4, 7","[4]
3, 6
3, 7","[6]
3
3, 7","[7]
3
3","[3]
3
"
237,1,"4, 5, 7, 5, 6, 7, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[6]
3, 6
3, 4, 7","[7]
3, 6
3, 4","[3]
3, 6
4","[6]
3
4","[3]

4"
238,1,"4, 5, 7, 5, 6, 7, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[6]
3, 6
3, 4, 7","[7]
3, 6
3, 4","[4]
3, 6
3","[6]
3
3","[3]

3"
239,1,"4, 5, 7, 5, 7, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[7]
3, 6
3, 4, 6","[3]
3, 6
4, 6","[6]
3
4, 6","[3]

4, 6"
240,1,"4, 5, 7, 5, 7, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[7]
3, 6
3, 4, 6","[4]
3, 6
3, 6","[6]
3
3, 6","[3]

3, 6"
241,1,"4, 5, 7, 5, 7, 6, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[7]
3, 6
3, 4, 6","[6]
3, 6
3, 4","[3]
3, 6
4","[6]
3
4","[3]

4"
242,1,"4, 5, 7, 5, 7, 6, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[5]
3, 6
3, 4, 6, 7","[7]
3, 6
3, 4, 6","[6]
3, 6
3, 4","[4]
3, 6
3","[6]
3
3","[3]

3"
243,2,"4, 5, 7, 6, 7, 3, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[6]
3, 5
3, 4, 6, 7","[7]
3, 5
3, 4, 6","[3]
3, 5
4, 6","[5]
3
4, 6","[6]
3
4","[4]
3
"
244,2,"4, 5, 7, 6, 7, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[6]
3, 5
3, 4, 6, 7","[7]
3, 5
3, 4, 6","[4]
3, 5
3, 6","[5]
3
3, 6","[6]
3
3","[3]
3
"
245,1,"4, 5, 7, 6, 7, 6, 3, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[6]
3, 5
3, 4, 6, 7","[7]
3, 5
3, 4, 6","[6]
3, 5
3, 4","[3]
3, 5
4","[5]
3
4","[3]

4"
246,1,"4, 5, 7, 6, 7, 6, 4, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 5, 6, 7
3, 4, 6, 7","[7]
3, 5, 6
3, 4, 6, 7","[6]
3, 5
3, 4, 6, 7","[7]
3, 5
3, 4, 6","[6]
3, 5
3, 4","[4]
3, 5
3","[5]
3
3","[3]

3"
247,1,"4, 6, 7, 3, 4, 5, 7, 3, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[4]
5, 6
3, 5, 7","[5]
6
3, 5, 7","[7]
6
3, 5","[3]
6
5","[6]

5"
248,1,"4, 6, 7, 3, 4, 5, 7, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[4]
5, 6
3, 5, 7","[5]
6
3, 5, 7","[7]
6
3, 5","[5]
6
3","[6]

3"
249,1,"4, 6, 7, 3, 4, 6, 7, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[4]
5, 6
3, 5, 7","[6]
5
3, 5, 7","[7]
5
3, 5","[3]
5
5","[5]

5"
250,2,"4, 6, 7, 3, 4, 6, 7, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[4]
5, 6
3, 5, 7","[6]
5
3, 5, 7","[7]
5
3, 5","[5]
5
3","[3]
5
"
251,1,"4, 6, 7, 3, 5, 6, 7, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[5]
5, 6
3, 4, 7","[6]
5
3, 4, 7","[7]
5
3, 4","[3]
5
4","[5]

4"
252,1,"4, 6, 7, 3, 5, 6, 7, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[5]
5, 6
3, 4, 7","[6]
5
3, 4, 7","[7]
5
3, 4","[4]
5
3","[5]

3"
253,1,"4, 6, 7, 3, 7, 3, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[7]
5, 6
3, 4, 5","[3]
5, 6
4, 5","[5]
6
4, 5","[6]

4, 5"
254,1,"4, 6, 7, 3, 7, 3, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[7]
5, 6
3, 4, 5","[3]
5, 6
4, 5","[6]
5
4, 5","[5]

4, 5"
255,1,"4, 6, 7, 3, 7, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[7]
5, 6
3, 4, 5","[4]
5, 6
3, 5","[5]
6
3, 5","[6]

3, 5"
256,1,"4, 6, 7, 3, 7, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[7]
5, 6
3, 4, 5","[4]
5, 6
3, 5","[6]
5
3, 5","[5]

3, 5"
257,1,"4, 6, 7, 3, 7, 5, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[3]
5, 6
3, 4, 5, 7","[7]
5, 6
3, 4, 5","[5]
5, 6
3, 4","[6]
5
3, 4","[5]

3, 4"
258,1,"4, 6, 7, 5, 7, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[5]
3, 6
3, 4, 5, 7","[7]
3, 6
3, 4, 5","[3]
3, 6
4, 5","[6]
3
4, 5","[3]

4, 5"
259,1,"4, 6, 7, 5, 7, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[6]
3, 5, 6, 7
3, 4, 5, 7","[7]
3, 5, 6
3, 4, 5, 7","[5]
3, 6
3, 4, 5, 7","[7]
3, 6
3, 4, 5","[4]
3, 6
3, 5","[6]
3
3, 5","[3]

3, 5"
